CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2025-08-06 08:30:12,Partner A,nooo,text,repair,repairing,conflict
2025-08-06 08:33:13,Partner B,parking is impossible near your building,text,commute,tense then repair,conflict
2025-08-06 08:36:12,Partner A,arrived,text,repair,repairing,conflict
2025-08-06 08:39:05,Partner A,tired,text,sleep,tense then repair,conflict
2025-08-06 08:48:08,Partner A,message deleted,deleted,conflict,frustrated,conflict
2025-08-06 08:51:00,Partner A,awake?,text,sleep,tense then repair,conflict
2025-08-06 09:00:08,Partner A,i forgot to pay you back,text,money,tense then repair,conflict
2025-08-06 09:01:08,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2025-08-06 09:03:02,Partner A,"okay, i understand now",text,repair,repairing,conflict
2025-08-06 09:05:01,Partner B,"i know, sorry, i should have sent one message",text,work,tense then repair,conflict
2025-08-06 09:09:08,Partner B,deploy ran late so i was stuck for a while,text,work,tense then repair,conflict
2025-08-06 09:10:09,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-06 12:02:02,Partner B,sure,text,plans,tense then repair,conflict
2025-08-06 12:04:04,Partner B,don't rush,text,plans,tense then repair,conflict
2025-08-06 12:08:10,Partner A,you always say one sec,text,conflict,frustrated,conflict
2025-08-06 12:08:10,Partner A,nooo,text,conflict,frustrated,conflict
2025-08-06 12:13:10,Partner B,deploy ran late so i was stuck for a while,text,work,tense then repair,conflict
2025-08-06 12:21:07,Partner A,arrived,text,conflict,frustrated,conflict
2025-08-06 12:21:10,Partner A,i don't want to guess,text,plans,tense then repair,conflict
2025-08-06 12:21:23,Partner B,that was cute,text,affection,warm,conflict
2025-08-06 12:25:05,Partner B,you need rest,text,sleep,tense then repair,conflict
2025-08-06 12:37:02,Partner B,don't get another iced drink,text,food,tense then repair,conflict
2025-08-06 12:38:04,Partner A,miss you,text,chores,tense then repair,conflict
2025-08-06 12:41:01,Partner A,arrived,text,food,tense then repair,conflict
2025-08-06 12:48:01,Partner B,sure,text,plans,tense then repair,conflict
2025-08-06 12:50:16,Partner A,fine,text,repair,repairing,conflict
2025-08-06 13:07:54,Partner A,wait,text,plans,tense then repair,conflict
2025-08-06 13:15:00,Partner B,my bad,text,conflict,frustrated,conflict
2025-08-06 13:17:07,Partner B,"i know, sorry, i should have sent one message?",text,conflict,frustrated,conflict
2025-08-06 17:01:02,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 17:03:05,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-06 17:04:08,Partner A,nooo,text,plans,tense then repair,conflict
2025-08-06 17:05:51,Partner B,i'll check the weather,text,plans,tense then repair,conflict
2025-08-06 17:06:09,Partner A,wait,text,conflict,frustrated,conflict
2025-08-06 17:08:05,Partner A,fine,text,conflict,frustrated,conflict
2025-08-06 17:10:00,Partner A,can we reset,text,repair,repairing,conflict
2025-08-06 17:10:03,Partner A,[transfer $12.00],transfer,money,tense then repair,conflict
2025-08-06 17:15:00,Partner B,don't rush,text,repair,repairing,conflict
2025-08-06 17:18:01,Partner B,"we're okay, i don't want this to sit overnight",text,repair,repairing,conflict
2025-08-06 17:19:09,Partner B,can we talk later when i can actually focus?,text,conflict,frustrated,conflict
2025-08-06 17:19:33,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 17:24:08,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-06 17:24:10,Partner A,eat what,text,food,tense then repair,conflict
2025-08-06 17:24:11,Partner B,i paid already,text,money,tense then repair,conflict
2025-08-06 17:27:08,Partner A,?,text,commute,tense then repair,conflict
2025-08-06 17:30:10,Partner B,reservation is 7:30,text,plans,tense then repair,conflict
2025-08-06 17:41:12,Partner B,meeting,text,money,tense then repair,conflict
2025-08-06 17:43:01,Partner B,"one sec i care, i'm just bad at texting during work",text,repair,repairing,conflict
2025-08-06 17:44:12,Partner B,that was cute?,text,affection,warm,conflict
2025-08-06 17:48:01,Partner A,[sticker],sticker,affection,warm,conflict
2025-08-06 17:48:11,Partner A,can we reset,text,repair,repairing,conflict
2025-08-06 17:49:05,Partner A,where are you,text,conflict,frustrated,conflict
2025-08-06 17:53:05,Partner A,omg,text,conflict,frustrated,conflict
2025-08-06 17:53:08,Partner B,goodnight,text,sleep,tense then repair,conflict
2025-08-06 17:55:00,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2025-08-06 17:55:12,Partner A,look,text,sleep,tense then repair,conflict
2025-08-06 17:56:11,Partner B,i should have texted before disappearing?,text,conflict,frustrated,conflict
2025-08-06 18:02:08,Partner A,miss you,text,conflict,frustrated,conflict
2025-08-06 18:04:08,Partner A,fine,text,work,tense then repair,conflict
2025-08-06 18:05:12,Partner A,"don't buy milk, we still have some",text,food,tense then repair,conflict
2025-08-06 18:07:01,Partner B,i can cook eggs,text,food,tense then repair,conflict
2025-08-06 18:08:02,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2025-08-06 18:12:05,Partner A,pls i am drowning in slides,text,work,tense then repair,conflict
2025-08-06 18:15:12,Partner B,alarm set,text,sleep,tense then repair,conflict
2025-08-06 18:19:10,Partner B,close your laptop,text,sleep,tense then repair,conflict
2025-08-06 18:22:02,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-06 18:33:10,Partner A,wait why didn't you say anything?,text,conflict,frustrated,conflict
2025-08-06 18:37:01,Partner A,?,text,commute,tense then repair,conflict
2025-08-06 18:38:01,Partner A,[voice 7s],voice,conflict,frustrated,conflict
2025-08-06 18:39:09,Partner A,i missed the bus?,text,commute,tense then repair,conflict
2025-08-06 18:41:10,Partner A,where are you,text,money,tense then repair,conflict
2025-08-06 18:45:10,Partner A,omg movie or dinner first,text,plans,tense then repair,conflict
2025-08-06 18:46:11,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2025-08-06 18:48:27,Partner B,i'll clean it tonight,text,chores,tense then repair,conflict
2025-08-06 18:50:02,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 18:51:03,Partner A,omg i'm sorry for snapping,text,repair,repairing,conflict
2025-08-06 18:58:12,Partner A,[voice 12s],voice,conflict,frustrated,conflict
2025-08-06 18:59:11,Partner A,that felt bad,text,food,tense then repair,conflict
2025-08-06 21:00:06,Partner A,lol,text,sleep,tense then repair,conflict
2025-08-06 21:00:06,Partner A,don't let me nap?,text,sleep,tense then repair,conflict
2025-08-06 21:01:09,Partner A,eat what,text,conflict,frustrated,conflict
2025-08-06 21:02:02,Partner B,"heading out i'll reply after standup, not ignoring you",text,work,tense then repair,conflict
2025-08-06 21:02:07,Partner B,don't get another iced drink,text,food,tense then repair,conflict
2025-08-06 21:04:19,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-06 21:06:09,Partner B,can we talk later when i can actually focus?,text,conflict,frustrated,conflict
2025-08-06 21:07:09,Partner B,i'll call after shower,text,sleep,tense then repair,conflict
2025-08-06 21:11:10,Partner B,sure,text,commute,tense then repair,conflict
2025-08-06 21:14:03,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2025-08-06 21:14:12,Partner A,omg,text,commute,tense then repair,conflict
2025-08-06 21:17:02,Partner B,[voice 24s],voice,conflict,frustrated,conflict
2025-08-06 21:18:02,Partner A,ah,text,repair,repairing,conflict
2025-08-06 21:18:53,Partner A,wait,text,sleep,tense then repair,conflict
2025-08-06 21:25:10,Partner A,laundry is still in the machine,text,chores,tense then repair,conflict
2025-08-06 21:26:01,Partner A,not funny,text,conflict,frustrated,conflict
2025-08-06 21:26:02,Partner B,meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2025-08-06 21:27:02,Partner B,i'll check goodnight,text,sleep,tense then repair,conflict
2025-08-06 21:28:03,Partner B,home,text,conflict,frustrated,conflict
2025-08-06 21:29:04,Partner A,[voice 25s],voice,conflict,frustrated,conflict
2025-08-06 21:31:06,Partner A,omg,text,repair,repairing,conflict
2025-08-06 21:32:11,Partner B,reservation is 7:30?,text,plans,tense then repair,conflict
2025-08-06 21:34:01,Partner B,ok,text,work,tense then repair,conflict
2025-08-06 21:37:06,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 21:38:05,Partner B,"i hear you, i'm not trying to make excuses",text,sleep,tense then repair,conflict
2025-08-06 21:38:32,Partner A,lol,text,conflict,frustrated,conflict
2025-08-06 21:40:01,Partner A,i am at the gate?,text,commute,tense then repair,conflict
2025-08-06 21:41:07,Partner A,that felt bad?,text,conflict,frustrated,conflict
2025-08-06 21:41:10,Partner A,ah,text,food,tense then repair,conflict
2025-08-06 21:43:11,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2025-08-06 21:45:04,Partner A,ah,text,repair,repairing,conflict
2025-08-06 21:45:44,Partner A,how much was dinner,text,money,tense then repair,conflict
2025-08-06 21:48:43,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2025-08-06 21:51:06,Partner A,not funny,text,repair,repairing,conflict
2025-08-06 21:58:04,Partner B,one sec,text,repair,repairing,conflict
2025-08-06 21:59:05,Partner B,got it,text,conflict,frustrated,conflict
2025-08-06 22:01:01,Partner B,home,text,chores,tense then repair,conflict
2025-08-06 22:01:10,Partner B,i'll take the package,text,chores,tense then repair,conflict
2025-08-06 22:02:08,Partner A,i was waiting,text,conflict,frustrated,conflict
2025-08-06 22:03:01,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2025-08-06 22:03:06,Partner A,fine,text,sleep,tense then repair,conflict
2025-08-06 22:06:00,Partner A,you disappeared again?,text,conflict,frustrated,conflict
2025-08-06 22:08:03,Partner B,"train is delayed again, sorry",text,commute,tense then repair,conflict
2025-08-06 22:09:08,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 22:13:06,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 22:13:08,Partner B,got it,text,repair,repairing,conflict
2025-08-06 22:14:04,Partner B,sleep soon,text,sleep,tense then repair,conflict
2025-08-06 22:15:09,Partner A,no because why didn't you say anything,text,conflict,frustrated,conflict
2025-08-06 22:17:11,Partner B,you need rest,text,sleep,tense then repair,conflict
2025-08-06 22:18:01,Partner A,where are you,text,sleep,tense then repair,conflict
2025-08-06 22:19:04,Partner B,saw it,text,food,tense then repair,conflict
2025-08-06 22:24:04,Partner A,that felt bad,text,conflict,frustrated,conflict
2025-08-06 22:29:05,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-06 22:32:03,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2025-08-06 22:33:03,Partner B,"i'll check we're okay, i don't want this to sit overnight",text,repair,repairing,conflict
2025-08-06 22:33:06,Partner A,wait,text,conflict,frustrated,conflict
2025-08-06 22:35:07,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2025-08-06 22:40:05,Partner B,message deleted,deleted,conflict,frustrated,conflict
2025-08-06 22:40:06,Partner A,nooo,text,conflict,frustrated,conflict
2025-08-06 22:40:31,Partner A,are you sleeping,text,chores,tense then repair,conflict
2025-08-06 22:41:27,Partner A,are you sleeping,text,chores,tense then repair,conflict
2025-08-06 22:42:02,Partner A,can we not do spicy today?,text,food,tense then repair,conflict
2025-08-06 22:46:01,Partner A,[sticker],sticker,repair,repairing,conflict
2025-08-06 22:46:34,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2025-08-06 22:47:10,Partner A,are you sleeping,text,plans,tense then repair,conflict
2025-08-06 22:47:51,Partner B,sure,text,conflict,frustrated,conflict
2025-08-06 22:48:01,Partner B,"i hear you, i'm not trying to make excuses",text,food,tense then repair,conflict
2025-08-06 22:50:05,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 22:50:12,Partner A,are you sleeping,text,repair,repairing,conflict
2025-08-06 22:56:02,Partner B,sleep soon,text,conflict,frustrated,conflict
2025-08-06 22:56:04,Partner A,omg you disappeared again?,text,conflict,frustrated,conflict
2025-08-06 23:00:09,Partner A,look,text,conflict,frustrated,conflict
2025-08-06 23:00:11,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2025-08-06 23:01:01,Partner B,later,text,plans,tense then repair,conflict
2025-08-06 23:01:06,Partner B,sleep soon,text,conflict,frustrated,conflict
2025-08-06 23:02:45,Partner A,my manager moved the meeting again,text,work,tense then repair,conflict
2025-08-06 23:11:12,Partner A,you always say one sec,text,conflict,frustrated,conflict
2025-08-06 23:12:06,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2025-08-06 23:13:05,Partner B,sleep soon,text,repair,repairing,conflict
2025-08-06 23:13:19,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 23:15:00,Partner A,miss you,text,repair,repairing,conflict
2025-08-06 23:16:08,Partner A,not funny,text,chores,tense then repair,conflict
2025-08-06 23:17:02,Partner A,are you sleeping,text,plans,tense then repair,conflict
2025-08-06 23:17:18,Partner A,miss you a little,text,affection,warm,conflict
2025-08-06 23:19:07,Partner A,are you sleeping,text,conflict,frustrated,conflict
2025-08-06 23:20:09,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2025-08-06 23:23:00,Partner A,that felt bad,text,conflict,frustrated,conflict
2025-08-06 23:26:28,Partner A,lol why didn't you say anything?,text,conflict,frustrated,conflict
2025-08-06 23:27:02,Partner A,nooo,text,sleep,tense then repair,conflict
2025-08-06 23:28:00,Partner A,i am starving,text,food,tense then repair,conflict
2025-08-06 23:28:09,Partner A,lol,text,commute,tense then repair,conflict
2025-08-06 23:29:00,Partner A,where are you,text,conflict,frustrated,conflict
2025-08-06 23:30:03,Partner A,nooo,text,commute,tense then repair,conflict
2025-08-06 23:30:14,Partner A,nooo,text,chores,tense then repair,conflict
2025-08-06 23:31:05,Partner A,where are you,text,commute,tense then repair,conflict
2025-08-06 23:33:10,Partner B,there is soup at home,text,food,tense then repair,conflict
2025-08-06 23:39:06,Partner A,i don't want to fight,text,repair,repairing,conflict
2025-08-06 23:39:46,Partner A,look,text,work,tense then repair,conflict
2025-08-06 23:43:01,Partner A,miss you,text,repair,repairing,conflict
2025-08-06 23:44:10,Partner A,are you sleeping,text,money,tense then repair,conflict
2025-08-06 23:47:05,Partner A,i like us?,text,affection,warm,conflict
2025-08-06 23:48:01,Partner B,later,text,commute,tense then repair,conflict
2025-08-06 23:48:05,Partner A,tired,text,repair,repairing,conflict
2025-08-06 23:48:11,Partner A,that felt bad,text,conflict,frustrated,conflict
2025-08-06 23:50:08,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2025-08-06 23:56:01,Partner A,omg can we reset,text,repair,repairing,conflict
2025-08-06 23:57:07,Partner B,sleep soon,text,repair,repairing,conflict
2025-08-06 23:58:09,Partner A,look,text,repair,repairing,conflict
2025-08-06 23:58:26,Partner A,can we reset?,text,repair,repairing,conflict
2025-08-06 23:58:44,Partner A,pls i saved this meme for you,text,affection,warm,conflict
2025-08-06 23:59:02,Partner A,you always say one sec,text,conflict,frustrated,conflict
2025-08-07 00:00:00,Partner B,i'll check i'm on line 2 and the train is crawling,text,commute,tense then repair,conflict
2025-08-07 00:05:12,Partner B,meeting ran over and i handled it badly?,text,conflict,frustrated,conflict
